cid,drug_name,smiles,molecular_formula,molecular_weight
177,Acetaldehyde,CC=O,C2H4O,44.05
178,Acetamide,CC(=O)N,C2H5NO,59.07
179,Acetoin,CC(C(=O)C)O,C4H8O2,88.11
180,Acetone,CC(=O)C,C3H6O,58.08
181,Phenolphthaleindibutyrate,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,C23H38N7O17P3S,809.6
182,"[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate",CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C,C63H105NO12P2,1130.5
183,"[3-Acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl] hydrogen phosphate",CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C,C71H118N2O17P2,1333.6
184,"4-[[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-2-amino-4-oxobutanoic acid",CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O,C12H21N3O8,335.31
185,N-acetylglutamic acid,CC(=O)NC(CCC(=O)O)C(=O)O,C7H11NO5,189.17
186,Acetyl phosphate,CC(=O)OP(=O)(O)O,C2H5O5P,140.03
187,Acetylcholine,CC(=O)OCC[N+](C)(C)C,C7H16NO2+,146.21
188,Hex(?1-4)Hex1Ac,CC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,C14H24O12,384.33
189,3-Acetyloxy-2-azaniumylpropanoate,CC(=O)OCC(C(=O)O)N,C5H9NO4,147.13
190,Adenine,C1=NC2=NC=NC(=C2N1)N,C5H5N5,135.13
191,"2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,C10H13N5O4,267.24
192,Adenosine 5'-diphosphoribose,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,C15H23N5O14P2,559.32
193,"2-Amino-4-(((5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl)methyl)sulfanyl)butanoic acid",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N,C14H20N6O5S,384.41
194,Bis(5'-adenylyl) diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,C20H28N10O19P4,836.4
195,"2-((9-(3,4-Dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl)purin-6-yl)amino)butanedioic acid",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O,C14H18N5O11P,463.29
196,Adipic Acid,C(CCC(=O)O)CC(=O)O,C6H10O4,146.14
197,"Adenosine 5'-(trihydrogen pyrophosphate), sodium salt (1:3)",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,C10H15N5O10P2,427.20
198,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N,C16H25N5O15P2,589.3
199,Agmatine,C(CCN=C(N)N)CN,C5H14N4,130.19
200,5-Amino-1-(5-O-phosphonopentofuranosyl)-1H-imidazole-4-carboxamide,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,C9H15N4O8P,338.21
201,"3,7,11,15,19,23,27-Heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl phosphono hydrogen phosphate",CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C,C35H60O7P2,654.8
202,"3,7,11,15,19,23-Hexamethyltetracosa-2,6,10,14,18,22-hexaenyl phosphono hydrogen phosphate",CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C,C30H52O7P2,586.7
203,Allantoic acid,C(C(=O)O)(NC(=O)N)NC(=O)N,C4H8N4O4,176.13
204,Allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,C4H6N4O3,158.12
205,2-Amino-3-hydroxybutanoic acid,CC(C(C(=O)O)N)O,C4H9NO3,119.12
206,Hexose,C(C1C(C(C(C(O1)O)O)O)O)O,C6H12O6,180.16
207,2-Azaniumyl-6-oxohexanoate,C(CC=O)CC(C(=O)O)N,C6H11NO3,145.16
208,6-O-Phosphonohexopyranose,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,C6H13O9P,260.14
209,"5-Acetamido-2-[2-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid",CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OC2C(C(OC(C2O)OC3C(OC(C(C3O)NC(=O)C)OC4C(OC(C(C4O)NC(=O)C)NC(=O)CC(C(=O)N)NC(=O)C)CO)CO)CO)O)O,C39H64N6O26,1032.9
210,"5-Acetamido-3,5-dideoxynon-2-ulopyranonosyl-(2->6)hexopyranosyl-(1->4)-2-acetamido-2-deoxyhexopyranose",CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)NC(=O)C)O)CO)O)O)O)O,C25H42N2O19,674.6
211,"5,6-Dimethyl-1-pentofuranosyl-1h-benzimidazole",CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)O)O,C14H18N2O4,278.30
212,"[5-(5,6-Dimethylbenzimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,C14H19N2O7P,358.28
213,"7-[3-(3-Hydroxyoct-1-enyl)-4,6-dioxabicyclo[3.1.1]hept-2-YL]hept-5-enoic acid",CCCCCC(C=CC1C(C2CC(O2)O1)CC=CCCCC(=O)O)O,C20H32O5,352.5
214,8-iso Prostaglandin E1,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,C20H34O5,354.5
215,(2-Oxopropyl)amine,CC(=O)CN,C3H7NO,73.09
216,4-Amino-2-methyl-5-phosphomethylpyrimidine,CC1=NC=C(C(=N1)N)COP(=O)(O)O,C6H10N3O4P,219.14
217,(4-Amino-2-methylpyrimidin-5-yl)methyl trihydrogen diphosphate,CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O,C6H11N3O7P2,299.12
218,,C1C(=NC2=C(N1)NC(=NC2=O)N)CO,C7H9N5O2,195.18
219,2-Amino-3-oxobutanoic acid,CC(=O)C(C(=O)O)N,C4H7NO3,117.10
220,Aminoparathion,CCOP(=S)(OCC)OC1=CC=C(C=C1)N,C10H16NO3PS,261.28
221,5-Amino-6-ribitylamino uracil,C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N,C9H16N4O6,276.25
222,Ammonia,N,H3N,17.031
223,Ammonium,[NH4+],H4N+,18.039
224,"(5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,C10H14N5O7P,347.22
225,3-Epiandrosterone,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,C19H30O2,290.4
226,Amino(phosphanyl)methanol,C(N)(O)P,CH6NOP,79.038
227,Anthranilic Acid,C1=CC=C(C(=C1)C(=O)O)N,C7H7NO2,137.14
228,9-{5-O-[Hydroxy(sulfooxy)phosphoryl]pentofuranosyl}-9H-purin-6-amine,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N,C10H14N5O10PS,427.29
229,Pentose,C1C(C(C(C(O1)O)O)O)O,C5H10O5,150.13
230,5-o-Phosphonopentose,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,C5H11O8P,230.11
231,"5,8,11,14-Eicosatetraenoic acid, (5Z,8Z,11Z,14Z)-",CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,C20H32O2,304.5
232,DL-Arginine,C(CC(C(=O)O)N)CN=C(N)N,C6H14N4O2,174.20
233,"Arsenate (AsO4(3-)), monohydrogen",O[As](=O)([O-])[O-],AsHO4-2,139.927
234,Arsenic Acid,O[As](=O)(O)O,AsH3O4,141.943
235,,C(C(C1C(=O)C(=C(O1)O)O)O)O,C6H8O6,176.12
236,DL-Asparagine,C(C(C(=O)O)N)C(=O)N,C4H8N2O3,132.12
237,(+-)-Quinacrine,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,C23H30ClN3O,400.0
238,Phycoerythrin,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,C10H16N5O13P3,507.18
239,Beta-Alanine,C(CN)C(=O)O,C3H7NO2,89.09
240,Benzaldehyde,C1=CC=C(C=C1)C=O,C7H6O,106.12
241,Benzene,C1=CC=CC=C1,C6H6,78.11
242,Benzoate,C1=CC=C(C=C1)C(=O)[O-],C7H5O2-,121.11
243,Benzoic Acid,C1=CC=C(C=C1)C(=O)O,C7H6O2,122.12
244,Benzyl Alcohol,C1=CC=C(C=C1)CO,C7H8O,108.14
245,2-Acetamido-2-deoxy-4-O-hexopyranosylhexopyranose,CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)O)O,C14H25NO11,383.35
246,"[(3S,8R,9S,10S,13S,14S)-10,13-Dimethyl-17-oxo-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-3-yl] hydrogen sulfate",CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OS(=O)(=O)O,C19H30O5S,370.5
247,Betaine,C[N+](C)(C)CC(=O)[O-],C5H11NO2,117.15
248,"N,N,N-trimethylglycinium",C[N+](C)(C)CC(=O)O,C5H12NO2+,118.15
249,Betaine Aldehyde,C[N+](C)(C)CC=O,C5H12NO+,102.15
250,3-[2-[[3-(2-carboxyethyl)-4-methyl-5-[(4-methyl-5-oxo-3-vinyl-pyrrol-2-ylidene)methyl]-1H-pyrrol-2-yl]methyl]-4-methyl-5-[(3-methyl-5-oxo-4-vinyl-pyrrol-2-ylidene)methyl]-1H-pyrrol-3-yl]propanoic acid,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C,C33H36N4O6,584.7
251,3-(2-((3-(2-carboxyethyl)-5-((3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl)-4-methyl-1H-pyrrol-2-yl)methylidene)-5-((4-ethenyl-3-methyl-5-oxopyrrol-2-yl)methylidene)-4-methylpyrrol-3-yl)propanoic acid,CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O,C33H34N4O6,582.6
252,,CC(C(C1=NC2=C(NC1)NC(=NC2=O)N)O)O,C9H13N5O3,239.23
253,"5-(2-oxo-hexahydro-1H-thieno(3,4-d)imidazolidin-4-yl)pentanoic acid",C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,C10H16N2O3S,244.31
254,"2,3-Dihydroxybiphenyl",C1=CC=C(C=C1)C2=C(C(=CC=C2)O)O,C12H10O2,186.21
255,Bis(p-nitrophenyl) phosphate,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)OC2=CC=C(C=C2)[N+](=O)[O-],C12H9N2O8P,340.18
256,[5-Hydroxy-2-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O,C68H129N2O20P,1325.7
257,[3-Hydroxy-2-(hydroxymethyl)-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O,C34H66NO12P,711.9
258,"Blasticidin S, Hydrochloride",CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N,C17H26N8O5,422.4
259,Bromide ion,[Br-],Br-,79.90
260,Hydrogen Bromide,Br,BrH,80.91
261,Butanal,CCCC=O,C4H8O,72.11
262,"2,3-Butanediol",CC(C(C)O)O,C4H10O2,90.12
263,1-Butanol,CCCCO,C4H10O,74.12
264,Butyric Acid,CCCC(=O)O,C4H8O2,88.11
265,"S-(1-(5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl)-3,5,9-trihydroxy-8,8-dimethyl-3,5,10,14-tetraoxo-2,4,6-trioxa-11,15-diaza-3lambda5,5lambda5-diphosphaheptadecan-17-yl) butanethioate",CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,C25H42N7O17P3S,837.6
266,Butyryl phosphate,CCCC(=O)OP(=O)(O)O,C4H9O5P,168.08
267,"6-[[4-[2-[2-[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid",CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C,C41H65N9O28P2,1193.9
268,"4-[2-[2-[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-5-[[6-amino-1-[[1-[(1-hydroxy-1-oxopropan-2-yl)amino]-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-5-oxopentanoic acid",CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C,C40H65N9O26P2,1149.9
269,"6-[[4-[2-[2-[3-Acetamido-5-hydroxy-2-[hydroxy-[hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl]oxyphosphoryl]oxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid",CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C,C87H143N7O23P2,1717.0
270,"6-[[4-[2-[2-[3-Acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-[hydroxy-[hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl]oxyphosphoryl]oxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid",CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CO)OP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C,C95H156N8O28P2,1920.2
271,Calcium Cation,[Ca+2],Ca+2,40.08
272,,[CaH2],CaH2,42.09
273,Cadaverine,C(CCN)CCN,C5H14N2,102.18
274,Acrasin,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,C10H12N5O6P,329.21
275,O-((Aminoiminomethyl)amino)homoserine,C(CON=C(N)N)C(C(=O)O)N,C5H12N4O3,176.17
276,Carbamate,C(=O)(N)[O-],CH2NO2-,60.032
277,Carbamic Acid,C(=O)(N)O,CH3NO2,61.040
278,Carbamoyl Phosphate,C(=O)(N)OP(=O)(O)O,CH4NO5P,141.02
279,Ureidosuccinic acid,C(C(C(=O)O)NC(=O)N)C(=O)O,C5H8N2O5,176.13
280,Carbon Dioxide,C(=O)=O,CO2,44.009
281,Carbon Monoxide,[C-]#[O+],CO,28.010
282,"3-(5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoic acid",C1=CC(C(C(=C1)CCC(=O)O)O)O,C9H12O4,184.19
283,Formate,C(=O)[O-],CHO2-,45.017
284,Formic Acid,C(=O)O,CH2O2,46.025
285,Aminooxyacetate,C(C(=O)[O-])ON,C2H4NO3-,90.06
286,(Aminooxy)acetic acid,C(C(=O)O)ON,C2H5NO3,91.07
287,"2-[(3,4-Dihydroxy-2-oxo-5-phosphonooxypentyl)amino]benzoic acid",C1=CC=C(C(=C1)C(=O)O)NCC(=O)C(C(COP(=O)(O)O)O)O,C12H16NO9P,349.23
288,DL-Carnitine,C[N+](C)(C)CC(CC(=O)[O-])O,C7H15NO3,161.20
289,Catechol,C1=CC=C(C(=C1)O)O,C6H6O2,110.11
290,4-Amino-1-{5-o-[hydroxy(phosphonooxy)phosphoryl]pentofuranosyl}pyrimidin-2(1h)-one,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O,C9H15N3O11P2,403.18
291,"2-[[[5-(4-Amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxyethyl-trimethylazanium",C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,C14H27N4O11P2+,489.33
292,"[[5-(4-Amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,C15H25N3O16P2,565.32
293,Cytidine 5'-diphosphoethanolamine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,C11H20N4O11P2,446.24
294,GlyTouCan:G06348JD,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C12H22O11,342.30
295,,C1C2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O,C10H12N5O7P,345.21
296,2-Methyl-3-oxopropanoic acid,CC(C=O)C(=O)O,C4H6O3,102.09
297,Methane,C,CH4,16.043
298,"2,2-dichloro-N-(1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl)acetamide",C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],C11H12Cl2N2O5,323.13
299,Chlordecone,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,C10Cl10O,490.6
300,Chloroacetic Acid,C(C(=O)O)Cl,C2H3ClO2,94.50
301,Chlorohydroquinone,C1=CC(=C(C=C1O)Cl)O,C6H5ClO2,144.55
302,"4-(3,12-Dihydroxy-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid",CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(=O)CC4C3(CCC(C4)O)C)O)C,C24H38O5,406.6
303,Ox bile extract,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C24H40O5,408.6
304,Cholest-5-en-3-ol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,C27H46O,386.7
305,Choline,C[N+](C)(C)CCO,C5H14NO+,104.17
306,"3-(1-Carboxyethenoxy)-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid",C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O,C10H10O6,226.18
307,3-Phenylprop-2-Enal,C1=CC=C(C=C1)C=CC=O,C9H8O,132.16
308,3-Phenylprop-2-En-1-Ol,C1=CC=C(C=C1)C=CCO,C9H10O,134.17
309,Aconitic Acid,C(C(=CC(=O)O)C(=O)O)C(=O)O,C6H6O6,174.11
310,"2,4-Hexadienedioic acid, (2Z,4Z)-",C(=CC(=O)O)C=CC(=O)O,C6H6O4,142.11
311,Citric Acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C6H8O7,192.12
312,Chloride,[Cl-],Cl-,35.45
313,Hydrochloric Acid,Cl,ClH,36.46
314,Cytosine arabinoside monophosphate,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,C9H14N3O8P,323.20
315,"8-[[5-(4-Amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4,5,6,7-tetrahydroxy-2-oxooctanoic acid",C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OCC(C(C(C(CC(=O)C(=O)O)O)O)O)O)O)O,C17H26N3O15P,543.4
316,"5-Acetamido-2-[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid",CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,C20H31N4O16P,614.5
317,"((5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl)methoxy-hydroxyphosphoryl) (3-hydroxy-2,2-dimethyl-4-oxo-4-((3-oxo-3-(2-sulfanylethylamino)propyl)amino)butyl) hydrogen phosphate",CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,C21H36N7O16P3S,767.5
318,"Cobalt;3-[2,13,18-tris(2-amino-2-oxoethyl)-12,17-bis(3-amino-3-oxopropyl)-3-[3-(2-hydroxypropylamino)-3-oxopropyl]-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanamide",CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)NCC(C)O)CC(=O)N)(C(C4CCC(=O)N)(C)CC(=O)N)C)C)C(C3CCC(=O)N)(C)CC(=O)N)(C)C)CCC(=O)N.[Co],C48H75CoN11O8,993.1
319,"3-[2,13,18-Tris(2-amino-2-oxoethyl)-12,17-bis(3-amino-3-oxopropyl)-3-[3-(2-hydroxypropylamino)-3-oxopropyl]-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanamide",CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)NCC(C)O)CC(=O)N)(C(C4CCC(=O)N)(C)CC(=O)N)C)C)C(C3CCC(=O)N)(C)CC(=O)N)(C)C)CCC(=O)N,C48H75N11O8,934.2
320,"2-(8-hydroxy-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1C(C2=C(NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)O,C11H16N4O5,284.27
321,Coproporphyrinogen III,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C,C36H44N4O8,660.8
322,4-Coumaric acid,C1=CC(=CC=C1C=CC(=O)O)O,C9H8O3,164.16
323,Coumarin,C1=CC=C2C(=C1)C=CC(=O)O2,C9H6O2,146.14
